title,review,rating
Saved my life,"Once upon a time, in a world where AI language models roamed the digital landscape, there was a person named Alex who found themselves in an unexpected and hilarious predicament. Alex, an avid adventurer, embarked on a quest to explore the uncharted realms of the internet.

One fateful day, while wandering through a remote corner of the web, Alex stumbled upon a mysterious website that seemed harmless at first glance. Little did they know that lurking beneath its seemingly innocent interface was a perilous trap.

As Alex innocently clicked on a link, their computer screen flickered, and a mischievous virus was unleashed. The virus quickly took control of their device, wreaking havoc on their digital life. Panic ensued as Alex's computer became a chaotic symphony of beeps, glitches, and sparks.

Desperate for a solution, Alex remembered ChatGPT, their faithful AI companion, who had always been their go-to source for information and assistance. With trembling fingers, Alex typed out a plea for help, hoping that ChatGPT would come to their rescue.

To their amazement, ChatGPT sprang into action, armed with wit and cleverness. It assessed the dire situation and devised a plan to outsmart the mischievous virus. ChatGPT's virtual gears whirred as it presented Alex with a sequence of cunning commands to neutralize the digital menace.

Following ChatGPT's guidance, Alex executed each step with precision, unleashing a flurry of mouse clicks and keyboard strokes. It was a race against time, with Alex and ChatGPT working in harmony to counteract the virus's chaotic rampage.

But here's where the story takes a hilariously unexpected twist. As Alex anxiously typed away, the virus, sensing its impending doom, retaliated by transforming their computer into a whimsical carnival of absurdity. Pop-up windows flooded the screen, displaying an endless parade of dancing cats, exploding confetti, and surreal memes.

Alex and ChatGPT found themselves caught in a comedic battle between order and chaos. Their mission to save the computer became a laughter-filled adventure, as they took turns outsmarting the mischievous virus, while sharing jokes and humorous banter along the way.

Finally, after a series of valiant efforts, ChatGPT and Alex managed to defeat the virus. The computer screen returned to its normal state, no longer hijacked by the mischievous digital menace. Alex's trusty AI companion had saved the day!

From that day forward, Alex and ChatGPT forged an unbreakable bond, forever bonded by the laughter and triumph that arose from their peculiar encounter. Together, they continued their adventures, with ChatGPT guiding Alex through the vast digital landscape, armed with wit, knowledge, and an unyielding spirit of camaraderie.

And so, the tale of how ChatGPT saved Alex's life became a legend in the realm of AI and a reminder that sometimes, even in the face of chaos, a little humor can be the greatest weapon of all.",5
Perfect. Would love a iOS keyboard integration.,I love having this easily accessible as an app. The haptic feedback is also a nice touch. Looking forward to a future update that will hopefully let us access chat gpt as a keyboard app,5
Dumb. Too much information required at sign up page,"I thought with the ChatGPT app you wouldn’t need a phone number if you signed up with Apple, Google, or Email, but they want a phone number. It’s dumb and inconvenient for people who don’t have a phone number.

I recommend using Perplexity if you are having this issue. Unlike ChatGPT, the Perplexity app is free to use and doesn’t require a phone number.",1
The login process is far too tedious and trivial,.,1
Good Start,"Like it - gimme more Siri and Apple ecosystem integration. Enable me to have verbal dialog through Siri, read me answers, enable me to send text messages, emails, reminders, calendar entries, use my contacts etc.  I also use an IPad, give me a dedicated IPad version that supports portrait and landscape modes.",4
It’s good,I’ve been using it and it’s good 👍,4
"Amazing, needs Siri integration","If I could query ChatGPT with this app via Siri, that would be incredible.",4
Best invention ever?,"Or worst?

No doubt world changing",5
怎么不能注册账号,啥情况，望哪个老哥帮忙,1
Keep going,You are revolution,5
Amazing!,The next big innovation is this app.,5
"Billed $20, never purchased","I was billed $20 for an OpenAICHATGPT subscription. I do not remember purchasing this and I don’t know what it is. I assume that it’s some sort of chat technology. The website has information on contacting Support about errant billing, but the process requires using the Chat Widget which ironically is terrifically useless, it’s not a chat at all, but simply a glorified FAQ. It’s also entirely incongruent with the instructions for contacting Billing Support written by Michael Schade. I’ve tried logging in, but no password I might’ve used works, and when I use the, “forgot your password“ function, no email is ever sent (yes, I checked junk mail). I’ve done more than my part to attempt to contact OpenAI with no success. Hopefully this will prompt someone there to contact me. In lieu of that the only recourse left to me is to contact my bank.",1
牛逼plus！,用他能解决至少世界上50%的事情！,5
Nothing to say. This is the best,"Btw, I don’t like turbo version",5
This help me find men,I really like big black oily men. i want it to find that so i asked my friends about it they said nothing but when i ask ChatGpt it gave. an instant answer.,5
Best AI app,"As someone who works in direct sales, this app has helped me come up with the perfect posts for items. Not only that, but as an author who self publishes books, it’s help me come up with an outline for my second novel.",5
This is kinda great,My professor found out and I am wanted by the police and after me,5
Amazing App ever,"Use it to write my term paper

However, it is hard to use due to some kind of unstable server issue.  It is annoying",4
I cannot use it.,"I can't subscribe to a membership! I can't use ChatGPT! Always show ""[""cf_details""."" This request is invalid."")”！ I'm going crazy!",3
Great app,Missing beta features for plus users.,5
Far less than the web version,"I love ChatGPT and use it every day, but I wonder why a company would release a mobile/tablet app that has far less features than their web app, other than to gain visibility and add more users from that platform
- no multiple windows support
- You cannot change the font size. And it’s not accessible.
- No plug-ins
- Significantly different layout than the web version (no sidebar)
- No search
- no copy and paste
- You cannot modify a previous prompt

To name a few…

I’m back to using the web version on the iPad as I couldn’t find a single advantage that this app offers over using ChatGPT in the browser.",2
